brand,os,utility,warranty,display_size,ppi,aspect_ratio,antiglare,touch_screen,ram,hdd,ssd,graphic,cache,core,hdmi,mcr,wifi,backlit_keyboard,inbuilt_microphone,thunderbolt,fingerprint_sensor,ethernet,display_port,num_of_cell,battery_capacity,pixel_width,pixel_height,usb2,type_c,processor_brand,processor_model,processor_gen,price
7.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,12.0,10.0,1,1,1,0,1,1,0,0,0,3.0,41.0,1920.0,1080.0,1,0,2.0,19.0,12.0,54990.0
4.0,2.0,3.0,1.0,2.0,157,1.0,1,1,16,0,512,1.0,12.0,12.0,1,0,1,1,1,0,1,0,0,3.0,42.0,1920.0,1080.0,1,0,2.0,19.0,12.0,62990.0
16.0,2.0,3.0,2.0,0.0,191,1.0,1,0,16,0,1024,2.0,24.0,14.0,1,0,1,1,1,0,0,1,0,3.0,53.5,2560.0,1660.0,1,0,2.0,20.0,12.0,86800.0
4.0,1.0,3.0,1.0,2.0,135,1.0,1,0,4,32,0,1.0,4.0,2.0,0,1,1,1,1,0,0,0,0,3.0,49.61666666666666,1366.0,768.0,0,0,2.0,14.0,3.0,16990.0
4.0,2.0,1.0,1.0,1.0,141,1.0,1,0,16,0,512,2.0,12.0,8.0,1,1,1,1,1,0,1,0,0,3.0,49.61666666666666,1920.0,1080.0,2,0,2.0,19.0,12.0,86990.0
2.0,2.0,1.0,1.0,2.0,112,1.0,0,0,8,0,256,0.0,4.0,2.0,1,0,1,0,1,0,0,1,0,3.0,49.61666666666666,1366.0,768.0,0,0,0.0,1.0,3.0,23990.0
4.0,2.0,1.0,1.0,1.0,141,1.0,1,0,16,0,512,2.0,12.0,8.0,1,1,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,0,0,2.0,19.0,12.0,79990.0
4.0,2.0,3.0,1.0,0.0,283,0.0,1,0,16,0,1024,2.0,24.0,14.0,1,1,1,1,1,1,1,1,0,4.0,90.0,3840.0,2400.0,0,0,2.0,20.0,12.0,179990.0
4.0,2.0,2.0,1.0,1.0,141,1.0,1,0,16,0,1024,2.0,16.0,8.0,1,1,1,1,1,0,0,1,0,4.0,70.58211920529801,1920.0,1080.0,0,0,0.0,5.0,6.0,104990.0
10.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,12.0,10.0,1,0,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,0,0,2.0,19.0,12.0,55990.0
10.0,2.0,3.0,1.0,1.0,141,1.0,1,0,8,1024,256,1.0,6.0,2.0,1,1,1,0,1,0,0,1,0,3.0,41.0,1920.0,1080.0,0,0,2.0,18.0,11.0,41990.0
10.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,12.0,10.0,1,1,1,1,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,2.0,19.0,12.0,54990.0
10.0,2.0,3.0,1.0,1.0,141,1.0,1,0,16,0,512,0.0,8.0,6.0,1,1,1,1,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,1,0.0,4.0,5.0,46199.0
10.0,2.0,2.0,1.0,1.0,137,1.0,1,0,8,0,512,2.0,16.0,6.0,1,1,1,1,1,0,0,1,0,4.0,52.5,1920.0,1080.0,0,0,0.0,4.0,5.0,56690.0
10.0,2.0,2.0,1.0,1.0,137,1.0,1,0,8,0,512,2.0,12.0,8.0,1,1,1,1,1,0,0,1,0,4.0,70.0,1920.0,1080.0,0,0,2.0,19.0,12.0,67536.0
4.0,2.0,2.0,1.0,1.0,141,1.0,1,0,8,0,512,2.0,12.0,6.0,1,0,1,1,1,0,0,1,0,4.0,70.58211920529801,1920.0,1080.0,0,0,2.0,19.0,11.0,58990.0
7.0,2.0,1.0,1.0,2.0,157,1.0,0,0,8,0,512,1.0,8.0,4.0,1,1,1,0,1,0,0,1,0,3.0,49.61666666666666,1080.0,1920.0,1,0,2.0,19.0,11.0,45990.0
2.0,2.0,1.0,1.0,1.0,141,1.0,0,0,8,0,512,2.0,12.0,12.0,1,0,1,1,1,1,1,0,0,3.0,50.0,1920.0,1080.0,0,0,2.0,19.0,12.0,52128.0
16.0,2.0,2.0,2.0,1.0,141,1.0,1,0,8,0,512,2.0,24.0,8.0,1,1,1,1,1,0,0,1,0,3.0,51.0,1920.0,1080.0,0,0,2.0,20.0,11.0,54990.0
10.0,2.0,2.0,1.0,1.0,141,1.0,1,0,16,0,512,2.0,18.0,12.0,1,1,1,1,1,0,0,1,0,4.0,70.0,1920.0,1080.0,0,0,2.0,19.0,13.0,103060.0
3.0,0.0,3.0,1.0,2.0,227,1.0,0,0,8,0,512,1.0,12.0,8.0,0,0,1,1,1,1,0,0,0,4.0,58.2,2560.0,1600.0,0,2,1.0,11.0,2.0,136990.0
3.0,0.0,3.0,1.0,2.0,227,1.0,0,0,8,0,256,1.0,12.0,8.0,0,0,1,1,1,1,0,0,0,4.0,58.2,2560.0,1600.0,0,2,1.0,11.0,2.0,118990.0
10.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,12.0,10.0,1,0,1,0,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,0,0,2.0,19.0,12.0,58366.0
4.0,2.0,3.0,1.0,1.0,141,1.0,1,0,16,0,512,1.0,18.0,12.0,1,0,1,1,1,1,1,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,2.0,19.0,12.0,74990.0
4.0,2.0,3.0,1.0,2.0,243,1.0,1,0,16,0,512,1.0,18.0,12.0,1,0,1,1,1,1,1,0,0,3.0,70.0,2880.0,1800.0,1,0,2.0,19.0,12.0,74990.0
10.0,2.0,3.0,1.0,2.0,157,1.0,1,0,16,0,512,0.0,16.0,6.0,1,0,1,1,1,0,1,0,0,3.0,43.0,1920.0,1080.0,2,0,0.0,4.0,5.0,56990.0
5.0,2.0,3.0,1.0,1.0,156,1.0,1,0,4,0,128,1.0,4.0,2.0,1,1,1,0,1,0,0,0,0,2.0,39.840625,1920.0,1080.0,1,0,2.0,14.0,3.0,16990.0
10.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,12.0,12.0,1,0,1,1,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,2.0,19.0,12.0,62990.0
7.0,2.0,1.0,1.0,0.0,142,0.0,1,0,16,0,512,0.0,16.0,6.0,1,1,1,1,1,0,1,0,0,3.0,49.61666666666666,1920.0,1200.0,0,0,0.0,4.0,5.0,58990.0
10.0,2.0,3.0,1.0,2.0,157,1.0,0,0,8,0,512,0.0,16.0,6.0,1,0,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,0,0,0.0,4.0,5.0,51149.0
4.0,2.0,2.0,1.0,1.0,141,1.0,1,0,16,0,1024,2.0,16.0,8.0,1,0,1,1,1,0,0,1,0,4.0,56.0,1920.0,1080.0,0,0,0.0,5.0,6.0,88990.0
10.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,0.0,8.0,6.0,1,1,1,0,1,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,0.0,4.0,5.0,43700.0
4.0,2.0,1.0,1.0,1.0,141,1.0,0,0,16,0,1024,2.0,16.0,8.0,1,1,1,1,1,1,1,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,0.0,5.0,5.0,82990.0
7.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,1024,256,2.0,8.0,4.0,1,1,1,0,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,2.0,19.0,11.0,62790.0
26.0,2.0,1.0,1.0,1.0,242,0.0,0,0,8,0,512,1.0,8.0,4.0,1,0,1,1,1,1,1,0,0,2.0,39.840625,3200.0,2000.0,1,0,2.0,19.0,11.0,45989.0
10.0,2.0,2.0,1.0,1.0,141,1.0,1,0,8,0,512,2.0,16.0,6.0,1,1,1,1,1,0,0,1,0,3.0,52.5,1920.0,1080.0,1,0,0.0,4.0,5.0,57990.0
15.0,2.0,1.0,1.0,2.0,169,1.0,1,1,8,0,512,1.0,8.0,4.0,0,0,1,1,1,0,0,0,0,2.0,39.840625,1920.0,1080.0,0,1,2.0,19.0,11.0,49999.0
23.0,2.0,3.0,2.0,1.0,141,1.0,0,0,8,0,512,0.0,4.0,4.0,1,1,1,1,1,0,0,0,0,2.0,39.840625,1920.0,1080.0,0,0,0.0,5.0,3.0,32990.0
7.0,1.0,1.0,1.0,2.0,112,1.0,0,0,8,0,512,1.0,6.0,4.0,1,1,1,0,1,0,0,1,0,3.0,49.61666666666666,1366.0,768.0,0,0,2.0,19.0,10.0,65999.0
3.0,0.0,3.0,1.0,2.0,227,1.0,0,0,8,0,512,1.0,12.0,8.0,0,0,1,1,1,0,0,0,0,4.0,49.9,2560.0,1600.0,0,0,1.0,11.0,2.0,109990.0
16.0,2.0,2.0,2.0,1.0,141,1.0,0,0,32,1024,512,2.0,12.0,6.0,1,1,1,1,1,0,0,1,0,6.0,51.0,1920.0,1080.0,0,0,2.0,20.0,10.0,100990.0
5.0,2.0,3.0,1.0,2.0,157,1.0,0,0,8,0,512,0.0,4.0,4.0,1,1,1,0,1,0,0,0,0,2.0,39.840625,1920.0,1080.0,0,0,0.0,4.0,3.0,22990.0
3.0,0.0,0.0,1.0,2.0,227,1.0,0,0,8,0,256,1.0,4.0,4.0,0,0,1,1,1,1,0,0,0,3.0,49.61666666666666,2560.0,1600.0,0,3,2.0,18.0,10.0,72999.0
3.0,0.0,0.0,1.0,0.0,226,1.0,1,0,32,0,2048,1.0,12.0,8.0,0,0,1,1,1,1,1,0,0,6.0,84.42653061224489,3072.0,1920.0,0,4,2.0,21.0,9.0,201498.0
10.0,2.0,3.0,3.0,2.0,157,1.0,1,0,8,0,512,1.0,6.0,4.0,1,1,1,0,1,0,0,1,0,3.0,49.61666666666666,1920.0,1080.0,0,0,2.0,19.0,8.0,90464.0
7.0,2.0,3.0,1.0,2.0,166,1.0,0,0,8,0,256,1.0,8.0,4.0,1,1,1,0,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,0,0,2.0,20.0,8.0,87990.0
7.0,2.0,2.0,1.0,1.0,263,1.0,1,0,16,1024,0,2.0,9.0,6.0,1,1,1,1,1,1,0,1,0,4.0,70.58211920529801,3480.0,2160.0,0,0,2.0,20.0,8.0,84999.0
15.0,2.0,3.0,1.0,1.0,250,1.0,0,0,16,0,1024,1.0,24.0,14.0,1,0,1,1,1,1,0,0,0,4.0,73.0,2560.0,1600.0,0,0,2.0,20.0,13.0,99990.0
15.0,2.0,3.0,1.0,1.0,250,1.0,0,0,16,0,1024,1.0,24.0,14.0,1,0,1,1,1,1,0,0,0,4.0,73.0,3072.0,1920.0,0,0,2.0,20.0,13.0,129990.0
10.0,2.0,3.0,1.0,1.0,141,1.0,1,0,8,0,512,0.0,4.0,4.0,1,0,1,1,1,0,1,0,0,3.0,41.0,1920.0,1080.0,0,0,0.0,1.0,7.0,43890.0
7.0,2.0,1.0,1.0,1.0,141,1.0,1,0,16,0,512,0.0,8.0,6.0,1,1,1,1,1,0,0,1,0,3.0,41.0,1920.0,1080.0,1,0,0.0,4.0,5.0,49800.0
7.0,2.0,0.0,1.0,1.0,141,1.0,1,0,16,0,1024,1.0,12.0,10.0,1,1,1,0,1,0,0,0,0,3.0,41.0,1920.0,1080.0,1,0,2.0,19.0,13.0,74999.0
2.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,12.0,5.0,1,0,1,0,1,1,0,0,0,3.0,49.61666666666666,1920.0,1080.0,0,0,2.0,18.0,13.0,42990.0
2.0,2.0,1.0,1.0,2.0,157,1.0,1,0,16,0,512,0.0,16.0,6.0,1,0,1,1,1,0,1,0,0,3.0,50.0,1920.0,1080.0,1,0,0.0,4.0,7.0,58990.0
10.0,2.0,1.0,1.0,0.0,188,1.0,0,1,16,0,1024,1.0,12.0,10.0,0,0,1,0,1,1,0,0,0,6.0,94.3,1920.0,2560.0,0,0,2.0,20.0,12.0,415000.0
8.0,2.0,1.0,2.0,2.0,166,0.0,1,0,16,0,512,1.0,12.0,10.0,1,0,1,1,1,0,1,0,0,4.0,50.0,1920.0,1080.0,0,0,2.0,19.0,13.0,74990.0
8.0,2.0,1.0,2.0,2.0,166,0.0,1,0,16,0,1024,1.0,12.0,10.0,1,0,1,1,1,0,1,0,0,4.0,50.0,1920.0,1080.0,0,0,2.0,20.0,13.0,89990.0
4.0,2.0,1.0,1.0,1.0,141,1.0,1,0,16,0,1024,0.0,16.0,8.0,1,0,1,1,1,0,1,0,0,3.0,50.0,1920.0,1080.0,1,0,0.0,5.0,7.0,71590.0
7.0,2.0,1.0,1.0,2.0,162,0.0,0,1,8,0,512,0.0,16.0,6.0,1,1,1,1,1,1,1,0,0,4.0,54.0,1920.0,1200.0,0,0,0.0,4.0,7.0,90440.0
4.0,2.0,3.0,1.0,1.0,141,1.0,1,0,16,0,512,1.0,10.0,6.0,1,0,1,1,1,0,1,0,0,3.0,42.0,1920.0,1080.0,1,0,2.0,18.0,12.0,44990.0
2.0,2.0,3.0,1.0,2.0,243,0.0,1,0,16,0,512,1.0,18.0,12.0,1,0,1,1,1,0,1,0,0,4.0,65.0,2880.0,1800.0,0,0,2.0,19.0,13.0,72990.0
4.0,2.0,3.0,1.0,1.0,141,1.0,1,0,16,0,512,1.0,12.0,10.0,1,0,1,1,1,0,0,0,0,3.0,42.0,1920.0,1080.0,1,0,2.0,19.0,12.0,52850.0
10.0,2.0,3.0,1.0,1.0,141,1.0,1,0,16,0,1024,1.0,12.0,10.0,1,0,1,1,0,0,0,0,0,3.0,41.0,1920.0,1080.0,0,0,2.0,19.0,13.0,73990.0
4.0,2.0,2.0,1.0,1.0,141,1.0,1,0,16,0,512,2.0,16.0,8.0,1,0,1,1,1,0,1,0,0,3.0,50.0,1920.0,1080.0,2,0,0.0,5.0,6.0,84990.0
10.0,2.0,2.0,1.0,1.0,141,1.0,1,0,8,0,512,2.0,16.0,6.0,1,1,1,1,1,0,0,1,0,3.0,52.5,1920.0,1080.0,0,0,0.0,4.0,7.0,65990.0
15.0,2.0,3.0,1.0,2.0,243,0.0,0,1,16,0,512,0.0,18.0,12.0,1,0,1,1,1,1,1,0,0,4.0,70.58211920529801,2880.0,1800.0,0,0,2.0,20.0,13.0,111490.0
15.0,2.0,3.0,1.0,2.0,162,1.0,1,1,16,0,512,1.0,12.0,10.0,1,1,1,1,1,0,1,0,0,4.0,52.5,1920.0,1200.0,0,0,2.0,20.0,13.0,89990.0
15.0,2.0,1.0,1.0,1.0,141,1.0,0,0,16,0,512,1.0,12.0,4.0,1,1,1,1,1,0,0,0,0,3.0,45.0,1920.0,1080.0,1,0,2.0,20.0,11.0,60490.0
10.0,2.0,1.0,1.0,1.0,100,1.0,1,0,8,0,512,1.0,12.0,10.0,1,0,1,0,1,0,0,1,0,3.0,41.0,1366.0,768.0,0,1,2.0,19.0,12.0,51990.0
15.0,2.0,3.0,1.0,1.0,141,1.0,1,0,16,0,512,1.0,12.0,10.0,1,0,1,1,1,1,1,1,0,3.0,45.0,1920.0,1080.0,0,0,2.0,19.0,12.0,91999.0
15.0,2.0,1.0,1.0,2.0,162,0.0,0,0,16,0,512,0.0,16.0,6.0,1,0,1,1,1,1,0,0,0,3.0,50.0,1920.0,1200.0,0,1,0.0,4.0,7.0,66389.0
4.0,2.0,1.0,1.0,1.0,141,1.0,0,0,16,0,1024,2.0,16.0,6.0,1,0,1,1,1,0,1,0,0,3.0,50.0,1920.0,1080.0,0,1,0.0,4.0,5.0,69990.0
4.0,2.0,1.0,1.0,1.0,141,1.0,0,0,16,0,1024,2.0,16.0,8.0,1,0,1,1,1,0,1,0,0,3.0,50.0,1920.0,1080.0,0,1,0.0,5.0,5.0,73990.0
10.0,1.0,1.0,1.0,1.0,100,1.0,1,0,8,0,512,0.0,4.0,2.0,1,0,1,0,1,0,0,1,0,3.0,41.0,1366.0,768.0,0,1,0.0,1.0,3.0,28490.0
15.0,2.0,1.0,1.0,0.0,142,0.0,1,0,16,0,1024,1.0,18.0,12.0,1,0,1,1,1,0,0,0,0,3.0,56.6,1920.0,1200.0,0,2,2.0,19.0,13.0,76990.0
15.0,2.0,3.0,1.0,2.0,162,0.0,1,0,16,0,512,1.0,12.0,8.0,1,0,1,1,1,0,0,0,0,3.0,56.6,1920.0,1200.0,0,2,2.0,19.0,13.0,69450.0
4.0,2.0,3.0,1.0,0.0,142,0.0,1,0,16,0,1024,2.0,24.0,10.0,1,1,1,1,1,0,1,0,0,3.0,50.0,1920.0,1200.0,0,0,2.0,20.0,12.0,88990.0
15.0,2.0,3.0,1.0,1.0,157,1.0,1,0,8,0,512,1.0,10.0,6.0,1,1,1,0,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,2.0,18.0,12.0,42990.0
9.0,2.0,2.0,2.0,1.0,141,1.0,0,0,8,0,512,2.0,12.0,8.0,1,0,1,1,1,1,0,1,1,4.0,70.58211920529801,1920.0,1080.0,1,0,2.0,19.0,12.0,84990.0
15.0,2.0,0.0,1.0,1.0,141,1.0,1,0,8,0,512,0.0,4.0,4.0,1,1,1,0,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,0,0,0.0,4.0,7.0,43990.0
10.0,2.0,2.0,1.0,1.0,141,1.0,1,0,8,0,512,2.0,16.0,6.0,1,1,1,1,1,0,0,1,0,3.0,52.5,1920.0,1080.0,0,0,0.0,4.0,7.0,63700.0
7.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,6.0,2.0,1,1,1,0,1,0,0,0,0,2.0,39.840625,1920.0,1080.0,0,0,2.0,18.0,11.0,36990.0
7.0,2.0,0.0,1.0,1.0,141,1.0,0,0,8,0,1024,1.0,12.0,10.0,1,1,1,0,1,0,0,0,0,3.0,41.0,1920.0,1080.0,1,0,2.0,19.0,13.0,64990.0
4.0,2.0,2.0,1.0,1.0,141,1.0,1,0,16,0,1024,2.0,24.0,6.0,1,0,1,1,1,1,0,1,0,4.0,90.0,1920.0,1080.0,0,0,2.0,20.0,12.0,90990.0
15.0,2.0,3.0,1.0,2.0,157,1.0,1,0,16,0,512,1.0,12.0,10.0,1,1,1,1,1,1,1,0,0,3.0,52.5,1920.0,1200.0,0,0,2.0,19.0,13.0,78652.0
4.0,2.0,2.0,1.0,0.0,283,0.0,1,0,16,0,512,2.0,24.0,10.0,1,1,1,1,1,0,1,0,0,3.0,70.0,1920.0,1200.0,0,0,2.0,20.0,12.0,114990.0
10.0,1.0,3.0,1.0,2.0,112,1.0,1,0,8,0,512,1.0,12.0,10.0,1,0,1,1,1,0,0,1,0,3.0,41.0,1366.0,768.0,0,0,2.0,19.0,12.0,64800.0
15.0,2.0,3.0,1.0,1.0,100,1.0,1,0,8,0,256,1.0,4.0,2.0,1,1,1,0,1,0,0,0,0,2.0,39.840625,1366.0,768.0,0,0,2.0,14.0,4.0,27990.0
4.0,1.0,3.0,1.0,2.0,157,1.0,1,1,4,0,64,1.0,12.0,2.0,0,0,1,0,0,0,0,0,0,3.0,50.0,1920.0,1080.0,0,0,2.0,15.0,3.0,20990.0
4.0,1.0,3.0,1.0,1.0,141,1.0,1,0,8,0,64,1.0,12.0,2.0,0,0,1,0,1,0,0,0,0,3.0,42.0,1920.0,1080.0,0,0,2.0,15.0,3.0,20990.0
4.0,1.0,3.0,1.0,1.0,141,1.0,1,0,4,0,64,1.0,12.0,2.0,0,0,1,0,1,0,0,0,0,3.0,42.0,1920.0,1080.0,0,0,2.0,15.0,3.0,15990.0
4.0,1.0,3.0,1.0,1.0,141,1.0,1,0,4,0,128,1.0,12.0,2.0,0,0,1,0,1,0,0,0,0,3.0,42.0,1920.0,1080.0,0,0,2.0,15.0,3.0,16990.0
4.0,1.0,3.0,1.0,2.0,157,1.0,1,0,4,0,128,1.0,12.0,2.0,0,0,1,0,1,0,0,0,0,3.0,50.0,1920.0,1080.0,0,0,2.0,15.0,3.0,16990.0
4.0,1.0,3.0,1.0,2.0,157,1.0,1,0,4,0,64,1.0,12.0,2.0,0,0,1,0,1,0,0,0,0,3.0,50.0,1920.0,1080.0,0,0,2.0,15.0,3.0,18990.0
4.0,2.0,3.0,1.0,0.0,142,0.0,1,0,8,0,512,1.0,10.0,6.0,1,0,1,1,1,0,0,0,0,3.0,42.0,1920.0,1200.0,1,0,2.0,18.0,12.0,43990.0
9.0,2.0,2.0,2.0,1.0,141,1.0,0,0,8,0,512,2.0,18.0,12.0,1,0,1,1,1,0,0,0,1,4.0,54.0,1920.0,1080.0,1,0,2.0,19.0,12.0,94990.0
9.0,2.0,2.0,2.0,0.0,142,0.0,0,0,16,0,512,2.0,24.0,10.0,1,0,1,1,1,0,0,1,1,4.0,54.0,1920.0,1200.0,0,2,2.0,20.0,13.0,130000.0
10.0,2.0,3.0,1.0,1.0,141,1.0,1,0,8,0,256,0.0,8.0,6.0,1,1,1,1,1,0,0,1,0,3.0,41.0,1920.0,1080.0,0,0,0.0,4.0,5.0,33400.0
15.0,2.0,3.0,1.0,2.0,162,1.0,1,1,16,0,512,1.0,12.0,6.0,1,1,1,1,1,0,1,0,0,3.0,52.5,1920.0,1200.0,0,0,2.0,18.0,13.0,58990.0
15.0,2.0,1.0,1.0,2.0,162,1.0,1,0,16,0,512,0.0,16.0,8.0,1,1,1,1,1,0,1,0,0,3.0,52.5,1920.0,1200.0,0,0,0.0,5.0,7.0,69990.0
4.0,2.0,2.0,1.0,0.0,283,0.0,1,0,16,0,512,2.0,24.0,10.0,1,1,1,1,1,1,1,0,0,4.0,70.0,1920.0,1200.0,0,0,2.0,20.0,12.0,103000.0
8.0,2.0,0.0,2.0,2.0,162,0.0,1,0,16,0,512,1.0,12.0,10.0,1,0,1,1,1,0,1,1,0,4.0,64.0,1920.0,1200.0,0,0,2.0,19.0,13.0,86990.0
15.0,2.0,1.0,1.0,2.0,162,1.0,1,0,16,0,512,0.0,16.0,8.0,1,0,1,1,1,0,1,0,0,3.0,56.6,1920.0,1200.0,0,0,0.0,5.0,7.0,63990.0
15.0,2.0,3.0,1.0,2.0,170,1.0,0,0,16,0,512,1.0,18.0,12.0,1,0,1,1,1,1,0,0,0,4.0,70.58211920529801,1920.0,1200.0,0,0,2.0,20.0,13.0,96990.0
15.0,2.0,1.0,1.0,1.0,157,1.0,1,0,16,0,512,0.0,4.0,4.0,1,1,1,0,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,0,0,0.0,4.0,7.0,51990.0
15.0,2.0,1.0,1.0,1.0,157,1.0,1,0,8,0,512,0.0,4.0,4.0,1,1,1,0,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,0,0,0.0,4.0,7.0,48990.0
10.0,2.0,2.0,1.0,1.0,141,1.0,1,0,8,0,512,2.0,16.0,6.0,1,1,1,1,1,0,0,1,0,4.0,52.5,1920.0,1080.0,0,0,0.0,4.0,7.0,62990.0
4.0,2.0,3.0,1.0,0.0,142,0.0,1,0,16,0,512,2.0,12.0,8.0,1,1,1,1,1,0,1,0,0,3.0,50.0,1920.0,1200.0,0,1,2.0,19.0,12.0,79990.0
4.0,2.0,3.0,1.0,0.0,142,0.0,1,0,16,0,512,2.0,12.0,8.0,1,1,1,1,1,0,1,0,0,3.0,50.0,1920.0,1200.0,0,0,2.0,19.0,12.0,79990.0
4.0,2.0,2.0,1.0,0.0,283,0.0,1,0,16,0,512,2.0,12.0,8.0,1,1,1,1,1,1,1,0,0,4.0,70.0,1920.0,1200.0,0,0,2.0,19.0,12.0,94990.0
16.0,2.0,2.0,2.0,1.0,141,1.0,1,0,16,0,512,2.0,12.0,6.0,1,0,1,1,1,0,0,1,0,3.0,49.61666666666666,1920.0,1080.0,0,0,2.0,19.0,11.0,63500.0
16.0,2.0,2.0,2.0,1.0,141,1.0,1,0,16,0,512,2.0,24.0,10.0,1,0,1,1,1,1,0,1,0,3.0,53.5,1920.0,1080.0,1,0,2.0,20.0,12.0,91990.0
15.0,2.0,0.0,1.0,1.0,157,1.0,1,0,8,0,512,1.0,10.0,6.0,1,0,1,1,1,1,1,1,0,3.0,45.0,1920.0,1080.0,0,0,2.0,18.0,12.0,47750.0
15.0,2.0,3.0,1.0,2.0,243,0.0,0,1,16,0,512,0.0,16.0,8.0,1,0,1,1,1,1,1,0,0,4.0,70.58211920529801,2880.0,1800.0,2,0,0.0,5.0,7.0,95790.0
15.0,2.0,0.0,3.0,2.0,112,1.0,1,0,8,0,512,1.0,8.0,4.0,1,0,1,1,1,1,0,1,0,3.0,49.61666666666666,1920.0,1080.0,0,0,2.0,19.0,11.0,79000.0
4.0,2.0,1.0,1.0,1.0,141,1.0,1,0,16,0,512,2.0,16.0,6.0,1,0,1,1,1,0,0,0,0,3.0,70.0,1920.0,1080.0,2,0,0.0,4.0,5.0,72990.0
2.0,2.0,3.0,1.0,2.0,112,1.0,0,0,8,0,512,0.0,8.0,6.0,1,1,1,0,1,0,0,1,0,3.0,48.0,1366.0,768.0,0,0,0.0,4.0,5.0,41990.0
2.0,2.0,3.0,1.0,2.0,112,1.0,0,0,16,0,512,0.0,8.0,6.0,1,1,1,0,1,0,0,1,0,3.0,48.0,1366.0,768.0,0,0,0.0,4.0,5.0,44990.0
4.0,2.0,3.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,10.0,6.0,1,0,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,2.0,18.0,12.0,40990.0
4.0,2.0,3.0,1.0,2.0,141,1.0,1,0,8,0,512,0.0,4.0,4.0,1,0,1,1,1,0,0,0,0,3.0,49.61666666666666,1920.0,1080.0,1,0,0.0,1.0,7.0,38990.0
15.0,1.0,0.0,1.0,2.0,112,1.0,1,0,8,0,512,1.0,8.0,4.0,1,0,1,0,1,0,0,1,0,2.0,39.840625,1366.0,768.0,1,0,2.0,19.0,11.0,44600.0
10.0,2.0,2.0,1.0,0.0,182,1.0,1,0,32,0,1024,2.0,16.0,8.0,1,0,1,1,1,0,0,1,0,6.0,83.0,2560.0,1440.0,0,0,0.0,9.0,7.0,190721.0
10.0,2.0,2.0,1.0,1.0,141,1.0,1,0,8,0,512,0.0,16.0,6.0,1,1,1,1,1,0,0,1,0,3.0,52.5,1920.0,1080.0,0,0,0.0,4.0,5.0,54990.0
7.0,2.0,1.0,1.0,2.0,141,1.0,1,0,16,0,1024,1.0,12.0,10.0,1,1,1,1,1,0,1,0,0,4.0,54.0,1920.0,1080.0,0,0,2.0,20.0,13.0,84490.0
7.0,2.0,1.0,1.0,1.0,141,1.0,1,0,8,0,512,1.0,6.0,2.0,1,1,1,0,1,0,0,1,0,3.0,49.61666666666666,1920.0,1080.0,0,0,2.0,18.0,11.0,38990.0
8.0,2.0,0.0,2.0,2.0,162,0.0,1,1,16,0,1024,1.0,18.0,12.0,1,0,1,1,1,0,1,1,0,4.0,70.58211920529801,1920.0,1200.0,0,0,2.0,20.0,13.0,109990.0
4.0,2.0,2.0,1.0,1.0,141,1.0,1,0,16,0,512,2.0,12.0,6.0,1,0,1,1,1,0,0,1,0,3.0,49.61666666666666,1920.0,1080.0,0,0,2.0,19.0,11.0,61990.0
4.0,2.0,2.0,1.0,1.0,141,1.0,1,0,8,0,512,2.0,12.0,6.0,1,0,1,1,1,0,0,1,0,3.0,49.61666666666666,1920.0,1080.0,0,0,2.0,19.0,11.0,57990.0
10.0,2.0,2.0,1.0,1.0,141,1.0,1,0,8,0,512,2.0,16.0,6.0,1,1,1,1,1,0,0,1,0,4.0,52.5,1920.0,1080.0,0,0,0.0,4.0,7.0,64999.0
15.0,2.0,3.0,1.0,1.0,141,1.0,1,0,16,0,512,0.0,8.0,8.0,1,1,1,1,1,0,0,0,0,3.0,45.0,1920.0,1080.0,1,0,0.0,5.0,5.0,52990.0
