Unnamed: 0,price,brand,utility,weight,warranty,display_size,ppi,touch_screen,ram,ssd,graphic,core,hdmi,backlit_keyboard,battery_capacity,processor
694,117990.0,dell,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,14.0,1,1,high,Intel i7 13.0
695,88480.0,dell,Gaming,heavy,1.0,medium,low,0,8,512,NVIDIA,10.0,1,1,high,Intel i5 13.0
696,62990.0,acer,Performance,lite,1.0,small,medium,0,16,512,Integrated,10.0,1,1,medium,Intel i5 13.0
697,58990.0,acer,Performance,medium,1.0,medium,low,0,16,512,Integrated,10.0,1,1,medium,Intel i5 13.0
698,49990.0,acer,Performance,lite,1.0,small,medium,0,16,512,Integrated,6.0,1,1,medium,Intel i3 13.0
699,110000.0,asus,Gaming,heavy,1.0,medium,low,0,16,1024,NVIDIA,8.0,1,1,very_high,AMD 7 6.0
700,129990.0,asus,Performance,heavy,1.0,medium,low,0,16,512,NVIDIA,14.0,1,1,very_high,Intel i7 13.0
701,197990.0,asus,Gaming,medium,1.0,small,high,0,32,1024,NVIDIA,8.0,1,1,very_high,AMD 9 7.0
702,59990.0,acer,Everyday Use,medium,1.0,small,medium,0,8,512,NVIDIA,10.0,1,1,medium,Intel i5 13.0
703,61999.0,acer,Everyday Use,medium,1.0,small,medium,0,16,512,NVIDIA,10.0,1,1,medium,Intel i5 13.0
704,225960.0,asus,Gaming,heavy,1.0,large,high,0,16,1024,NVIDIA,16.0,1,1,very_high,AMD 9 7.0
705,133990.0,asus,Performance,heavy,1.0,medium,low,0,16,1024,NVIDIA,14.0,1,1,very_high,Intel i7 13.0
706,266990.0,asus,Gaming,medium,1.0,small,high,0,32,1024,NVIDIA,8.0,1,1,very_high,AMD 9 7.0
707,143690.0,asus,Gaming,heavy,1.0,large,medium,0,16,1024,NVIDIA,10.0,1,1,high,Intel i5 13.0
708,134990.0,asus,Gaming,heavy,1.0,large,low,0,16,1024,NVIDIA,8.0,1,1,very_high,AMD 9 7.0
709,139990.0,asus,Performance,heavy,1.0,medium,medium,0,16,1024,AMD,8.0,1,1,very_high,AMD 9 7.0
710,175900.0,asus,Gaming,lite,1.0,small,high,1,16,1024,NVIDIA,8.0,1,1,very_high,others
711,149990.0,asus,Gaming,medium,1.0,small,high,0,16,1024,NVIDIA,8.0,1,1,very_high,AMD 7 7.0
712,209990.0,asus,Gaming,lite,1.0,small,high,1,16,1024,NVIDIA,14.0,0,1,high,Intel i9 13.0
713,54990.0,lenovo,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,1,low,Intel i5 12.0
714,63890.0,asus,Performance,medium,1.0,medium,low,0,16,512,Integrated,6.0,1,1,high,AMD 5 7.0
715,179990.0,asus,Gaming,heavy,1.0,large,high,0,16,1024,NVIDIA,14.0,1,1,very_high,Intel i9 13.0
716,169990.0,asus,Gaming,heavy,1.0,large,high,0,16,1024,NVIDIA,14.0,1,1,high,Intel i9 13.0
717,70490.0,dell,Gaming,heavy,1.0,medium,low,0,8,512,NVIDIA,12.0,1,1,high,Intel i5 12.0
718,40810.0,asus,Performance,medium,1.0,medium,low,0,8,512,Integrated,6.0,1,1,medium,Intel i3 12.0
719,122990.0,asus,Everyday Use,medium,1.0,medium,low,0,16,512,NVIDIA,12.0,1,1,high,Intel i5 13.0
720,220490.0,dell,Gaming,heavy,1.0,large,high,0,16,1024,NVIDIA,16.0,1,1,very_high,Intel i7 13.0
721,185990.0,others,Business,medium,1.0,large,high,1,16,512,Integrated,12.0,1,1,very_high,Intel i5 13.0
722,184990.0,others,Everyday Use,lite,1.0,medium,very_high,1,16,1024,Integrated,12.0,0,1,high,Intel i7 13.0
723,66990.0,hp,Performance,medium,1.0,medium,low,0,16,512,Integrated,10.0,1,1,low,Intel i5 13.0
724,72990.0,msi,Performance,heavy,2.0,medium,low,0,8,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
725,77990.0,msi,Performance,medium,2.0,medium,low,0,16,256,NVIDIA,8.0,1,1,medium,Intel i5 12.0
726,34990.0,hp,Performance,medium,1.0,medium,low,0,8,512,AMD,2.0,1,0,low,others
727,18990.0,hp,Everyday Use,lite,1.0,small,low,0,8,256,AMD,2.0,1,0,low,others
728,105990.0,asus,Performance,medium,1.0,medium,high,0,16,512,Integrated,14.0,1,1,high,Intel i7 13.0
729,64999.0,hp,Performance,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,0,low,Intel i5 13.0
730,59990.0,asus,Performance,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,1,medium,Intel i5 13.0
731,132199.0,dell,Gaming,heavy,1.0,medium,low,0,16,1024,NVIDIA,8.0,1,1,very_high,others
732,54990.0,acer,Everyday Use,lite,1.0,small,medium,0,16,512,AMD,6.0,1,1,medium,AMD 5 7.0
733,234990.0,msi,Performance,medium,2.0,large,high,0,32,1024,NVIDIA,14.0,1,1,very_high,Intel i7 13.0
734,77490.0,hp,Performance,medium,1.0,medium,low,0,16,512,Integrated,12.0,1,1,low,Intel i7 13.0
735,54990.0,hp,Performance,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,1,low,Intel i5 12.0
736,42990.0,asus,Everyday Use,medium,1.0,medium,low,0,16,512,Integrated,2.0,1,1,low,Intel i3 11.0
737,67990.0,lenovo,Gaming,heavy,1.0,medium,low,0,8,512,NVIDIA,8.0,1,1,medium,AMD 7 5.0
738,73990.0,lenovo,Gaming,heavy,1.0,medium,low,0,16,512,NVIDIA,8.0,1,1,low,AMD 7 5.0
739,367590.0,dell,Gaming,heavy,1.0,large,high,0,32,1024,NVIDIA,14.0,1,1,very_high,Intel i9 13.0
740,379990.0,dell,Gaming,heavy,1.0,large,high,0,32,1024,NVIDIA,14.0,1,1,very_high,Intel i9 13.0
741,119990.0,lenovo,Business,lite,3.0,small,medium,0,16,512,NVIDIA,4.0,1,1,medium,Intel i7 11.0
742,40990.0,hp,Performance,medium,1.0,medium,low,0,8,512,Integrated,6.0,1,0,medium,Intel i3 12.0
743,23490.0,acer,Everyday Use,lite,1.0,small,low,0,8,256,Integrated,2.0,1,0,low,Intel N4500 3.0
744,62990.0,hp,Performance,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,0,low,Intel i5 13.0
745,47490.0,hp,Performance,medium,1.0,medium,low,0,8,512,Integrated,6.0,1,0,low,Intel i3 13.0
746,76990.0,hp,Business,lite,1.0,small,low,0,8,512,Integrated,4.0,1,1,low,Intel i5 11.0
747,67990.0,hp,Performance,medium,1.0,medium,low,0,8,1024,Integrated,10.0,1,0,low,Intel i5 13.0
748,47490.0,hp,Performance,medium,1.0,medium,low,0,8,512,Integrated,6.0,1,0,low,Intel i3 13.0
749,87990.0,msi,Performance,medium,2.0,medium,low,0,16,256,NVIDIA,8.0,1,1,medium,Intel i5 12.0
750,28990.0,asus,Everyday Use,medium,1.0,medium,low,0,8,512,Integrated,2.0,1,0,low,Intel N4020 3.0
751,88990.0,acer,Everyday Use,heavy,1.0,medium,high,0,16,1024,NVIDIA,6.0,1,1,high,others
752,44990.0,acer,Performance,medium,1.0,medium,low,0,8,512,NVIDIA,4.0,1,0,medium,Intel i5 11.0
753,36990.0,asus,Everyday Use,medium,1.0,small,medium,0,8,512,Integrated,2.0,1,0,low,Intel i3 11.0
754,49990.0,asus,Performance,medium,1.0,medium,low,0,16,512,AMD,4.0,1,1,medium,AMD 5 7.0
755,124990.0,asus,Performance,lite,1.0,small,high,1,16,512,Integrated,12.0,1,1,very_high,Intel i7 13.0
756,62990.0,asus,Performance,medium,1.0,large,medium,0,16,512,Integrated,10.0,1,1,low,Intel i5 13.0
757,115990.0,asus,Performance,lite,1.0,small,high,0,16,512,Integrated,12.0,1,1,very_high,Intel i7 13.0
758,94990.0,asus,Performance,lite,1.0,small,high,1,16,512,Integrated,12.0,1,1,very_high,Intel i5 13.0
759,77990.0,asus,Performance,lite,1.0,small,high,1,16,512,Integrated,10.0,1,1,medium,Intel i5 13.0
760,89999.0,hp,Business,lite,1.0,small,medium,0,16,512,Integrated,10.0,1,1,medium,Intel i5 12.0
761,125990.0,hp,Gaming,heavy,1.0,large,high,0,16,1024,NVIDIA,8.0,1,1,very_high,AMD 7 6.0
762,54990.0,msi,Performance,medium,2.0,medium,low,0,16,512,NVIDIA,6.0,1,1,medium,Intel i5 11.0
763,58990.0,asus,Performance,medium,1.0,medium,low,0,8,512,Integrated,10.0,1,1,medium,Intel i5 13.0
764,60990.0,msi,Performance,medium,2.0,medium,low,0,16,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
765,314490.0,msi,Performance,heavy,2.0,large,high,0,32,2048,NVIDIA,24.0,1,1,very_high,Intel i9 13.0
766,56990.0,msi,Performance,medium,2.0,medium,low,0,16,256,NVIDIA,6.0,1,1,medium,Intel i5 11.0
767,36990.0,asus,Performance,lite,1.0,small,medium,0,8,512,Integrated,8.0,1,0,low,others
768,59990.0,msi,Performance,medium,2.0,medium,low,0,8,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
769,72990.0,msi,Performance,heavy,2.0,medium,low,0,16,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
770,194990.0,acer,Gaming,heavy,1.0,large,low,0,32,1024,NVIDIA,16.0,1,1,very_high,Intel i7 13.0
771,133990.0,lenovo,Business,lite,3.0,small,medium,0,16,512,NVIDIA,12.0,1,1,medium,Intel i7 12.0
772,88990.0,msi,Performance,heavy,2.0,medium,low,0,16,512,NVIDIA,10.0,1,1,medium,Intel i7 12.0
773,160990.0,lenovo,Everyday Use,heavy,1.0,medium,low,0,32,1024,NVIDIA,14.0,1,0,very_high,Intel i7 12.0
774,71990.0,msi,Gaming,heavy,2.0,medium,low,0,8,512,NVIDIA,8.0,1,1,medium,Intel i5 12.0
775,55990.0,msi,Performance,medium,2.0,medium,low,0,8,256,NVIDIA,6.0,1,1,medium,Intel i5 11.0
776,77390.0,asus,Performance,medium,1.0,medium,low,0,16,1024,Integrated,12.0,1,1,medium,Intel i5 13.0
777,272900.0,msi,Performance,heavy,2.0,large,high,0,32,2048,NVIDIA,16.0,1,1,very_high,Intel i7 13.0
778,62390.0,asus,Performance,medium,1.0,medium,low,0,16,512,Integrated,10.0,1,1,medium,Intel i5 13.0
779,79990.0,samsung,Business,medium,1.0,medium,medium,0,16,512,Integrated,10.0,1,1,medium,Intel i5 13.0
780,130990.0,msi,Performance,heavy,2.0,medium,low,0,16,1024,NVIDIA,14.0,1,1,very_high,Intel i7 13.0
781,134990.0,asus,Performance,lite,1.0,small,high,1,16,1024,Integrated,12.0,1,1,very_high,Intel i7 13.0
782,104990.0,asus,Performance,lite,1.0,small,high,1,16,512,Integrated,12.0,1,1,very_high,Intel i5 13.0
783,70680.0,asus,Performance,medium,1.0,medium,low,0,16,512,Integrated,12.0,1,1,medium,Intel i5 13.0
784,45250.0,asus,Performance,medium,1.0,medium,low,0,8,512,Integrated,8.0,1,1,medium,others
785,119900.0,asus,Performance,lite,1.0,small,very_high,0,16,1024,Integrated,10.0,1,1,high,Intel i7 13.0
786,47990.0,asus,Performance,medium,1.0,large,medium,0,8,512,Integrated,6.0,1,1,medium,Intel i3 13.0
787,82990.0,asus,Performance,medium,1.0,medium,low,0,16,512,Integrated,12.0,1,1,high,Intel i5 13.0
788,63990.0,asus,Performance,lite,1.0,small,medium,0,16,512,Integrated,10.0,1,0,medium,Intel i5 13.0
789,45999.0,dell,Everyday Use,medium,1.0,medium,low,0,8,512,AMD,6.0,1,1,low,AMD 5 5.0
790,59990.0,asus,Performance,lite,1.0,small,medium,0,8,512,Integrated,10.0,1,1,medium,Intel i5 13.0
791,74990.0,asus,Performance,medium,1.0,medium,low,0,16,512,Integrated,12.0,1,1,medium,Intel i5 13.0
792,45990.0,asus,Performance,lite,1.0,small,medium,0,8,512,Integrated,6.0,1,1,medium,Intel i3 13.0
793,144990.0,asus,Performance,lite,1.0,small,very_high,0,32,1024,Integrated,10.0,1,1,high,Intel i7 13.0
794,92990.0,asus,Performance,lite,1.0,small,high,0,16,512,Integrated,12.0,1,1,very_high,Intel i5 13.0
795,112990.0,asus,Performance,lite,1.0,small,high,0,16,512,Integrated,12.0,1,1,very_high,Intel i7 13.0
796,99990.0,asus,Performance,lite,1.0,small,very_high,0,16,512,Integrated,10.0,1,1,high,Intel i5 13.0
797,58990.0,asus,Performance,lite,1.0,small,high,1,8,512,AMD,6.0,1,1,medium,AMD 5 5.0
